Name,Href,Birthday,Debut,Position,Team
Bryce Harper,/players/h/harpebr03.shtml,"['October 16', '1992']","['\n    April 28, 2012\n    ']",['\n    Rightfielder\n  \n'],['Philadelphia Phillies']
Hobie Harris,/players/h/harriho02.shtml,"['June 23', '1993']","['\n    April 1, 2023\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Hogan Harris,/players/h/harriho03.shtml,"['December 26', '1996']","['\n    April 14, 2023\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Michael Harris II,/players/h/harrimi04.shtml,"['March 7', '2001']","['\n    May 28, 2022\n    ']",['\n    Centerfielder\n  \n'],['Atlanta Braves']
Kyle Harrison,/players/h/harriky01.shtml,"['August 12', '2001']","['\n    August 22, 2023\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Geoff Hartlieb,/players/h/hartlge01.shtml,"['December 9', '1993']","['\n    May 18, 2019\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Grant Hartwig,/players/h/hartwgr01.shtml,"['December 18', '1997']","['\n    June 19, 2023\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Hunter Harvey,/players/h/harvehu01.shtml,"['December 9', '1994']","['\n    August 17, 2019\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Ke'Bryan Hayes,/players/h/hayeske01.shtml,"['January 28', '1997']","['\n    September 1, 2020\n    ']",['\n    Third Baseman\n  \n'],['Pittsburgh Pirates']
Austin Hays,/players/h/haysau01.shtml,"['July 5', '1995']","['\n    September 7, 2017\n    ']",['\n    Outfielder\n  \n'],['Baltimore Orioles']
Brent Headrick,/players/h/headrbr01.shtml,"['December 17', '1997']","['\n    April 19, 2023\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Andrew Heaney,/players/h/heanean01.shtml,"['June 5', '1991']","['\n    June 19, 2014\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Jonathan Heasley,/players/h/heasljo01.shtml,"['January 27', '1997']","['\n    September 17, 2021\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Austin Hedges,/players/h/hedgeau01.shtml,"['August 18', '1992']","['\n    May 4, 2015\n    ']",['\n    Catcher\n  \n'],['Cleveland Guardians']
Jonah Heim,/players/h/heimjo01.shtml,"['June 27', '1995']","['\n    August 25, 2020\n    ']",['\n    Catcher\n  \n'],['Texas Rangers']
Tyler Heineman,/players/h/heinety01.shtml,"['June 19', '1991']","['\n    September 4, 2019\n    ']",['\n    Catcher\n  \n'],['Boston Red Sox']
Ben Heller,/players/h/hellebe01.shtml,"['August 5', '1991']","['\n    August 26, 2016\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Ryan Helsley,/players/h/helslry01.shtml,"['July 18', '1994']","['\n    April 16, 2019\n    ']",['\n    Pitcher\n  \n'],['St. Louis Cardinals']
Heath Hembree,/players/h/hembrhe01.shtml,"['January 13', '1989']","['\n    September 3, 2013\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Gunnar Henderson,/players/h/hendegu01.shtml,"['June 29', '2001']","['\n    August 31, 2022\n    ']",['\n    Third Baseman and Shortstop\n  \n'],['Baltimore Orioles']
Kyle Hendricks,/players/h/hendrky01.shtml,"['December 7', '1989']","['\n    July 10, 2014\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Liam Hendriks,/players/h/hendrli01.shtml,"['February 10', '1989']","['\n    September 6, 2011\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Blair Henley,/players/h/henlebl01.shtml,"['May 14', '1997']",[],['\n    Pitcher\n  \n'],['Houston Astros']
Ronny Henriquez,/players/h/henriro01.shtml,"['June 20', '2000']","['\n    September 19, 2022\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Payton Henry,/players/h/henrypa01.shtml,"['June 24', '1997']","['\n    September 17, 2021\n    ']",['\n    Catcher\n  \n'],['Toronto Blue Jays']
Tommy Henry,/players/h/henryto01.shtml,"['July 29', '1997']","['\n    August 3, 2022\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
David Hensley,/players/h/henslda01.shtml,"['March 28', '1996']","['\n    August 27, 2022\n    ']","['\n    Designated Hitter, Second Baseman and First Baseman\n  \n']",['Houston Astros']
Sam Hentges,/players/h/hentgsa01.shtml,"['July 18', '1996']","['\n    April 20, 2021\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Jimmy Herget,/players/h/hergeji01.shtml,"['September 9', '1993']","['\n    July 7, 2019\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Kevin Herget,/players/h/hergeke01.shtml,"['April 3', '1991']","['\n    September 13, 2022\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Darell Hernaiz,/players/h/hernada04.shtml,"['August 3', '2001']",[],['\n    Third Baseman and Shortstop\n  \n'],['Oakland Athletics']
Carlos Hernández,/players/h/hernaca04.shtml,"['March 11', '1997']","['\n    September 1, 2020\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
Daysbel Hernández,/players/h/hernada03.shtml,"['September 15', '1996']","['\n    July 23, 2023\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Elier Hernandez,/players/h/hernael02.shtml,"['November 21', '1994']","['\n    July 14, 2022\n    ']","['\n    Leftfielder, Designated Hitter and First Baseman\n  \n']",['Texas Rangers']
Elieser Hernández,/players/h/hernael01.shtml,"['May 3', '1995']","['\n    May 10, 2018\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Enrique Hernández,/players/h/hernaen02.shtml,"['August 24', '1991']","['\n    July 1, 2014\n    ']","['\n    Outfielder, Second Baseman and Shortstop\n  \n']",['Los Angeles Dodgers']
Jonathan Hernández,/players/h/hernajo02.shtml,"['July 6', '1996']","['\n    August 21, 2019\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Jose Hernandez,/players/h/hernajo03.shtml,"['December 31', '1997']","['\n    April 1, 2023\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Nick Hernandez,/players/h/hernani01.shtml,"['December 30', '1994']","['\n    September 12, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Teoscar Hernández,/players/h/hernate01.shtml,"['October 15', '1992']","['\n    August 12, 2016\n    ']",['\n    Outfielder\n  \n'],['Los Angeles Dodgers']
Yonny Hernández,/players/h/hernayo02.shtml,"['May 4', '1998']","['\n    August 5, 2021\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Milwaukee Brewers']
Iván Herrera,/players/h/herreiv01.shtml,"['June 1', '2000']","['\n    May 24, 2022\n    ']",['\n    Catcher\n  \n'],['St. Louis Cardinals']
José Herrera,/players/h/herrejo04.shtml,"['February 24', '1997']","['\n    April 9, 2022\n    ']",['\n    Catcher\n  \n'],['Arizona Diamondbacks']
Tim Herrin,/players/h/herriti01.shtml,"['October 8', '1996']","['\n    April 2, 2023\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Codi Heuer,/players/h/heuerco01.shtml,"['July 3', '1996']","['\n    July 24, 2020\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Jason Heyward,/players/h/heywaja01.shtml,"['August 9', '1989']","['\n    April 5, 2010\n    ']",['\n    Rightfielder\n  \n'],['Los Angeles Dodgers']
Brewer Hicklen,/players/h/hicklbr01.shtml,"['February 9', '1996']","['\n    May 26, 2022\n    ']",['\n    Outfielder and Pinch Runner\n  \n'],['Milwaukee Brewers']
Aaron Hicks,/players/h/hicksaa01.shtml,"['October 2', '1989']","['\n    April 1, 2013\n    ']",['\n    Centerfielder\n  \n'],['Los Angeles Angels']
Jordan Hicks,/players/h/hicksjo03.shtml,"['September 6', '1996']","['\n    March 29, 2018\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Kyle Higashioka,/players/h/higasky01.shtml,"['April 20', '1990']","['\n    April 10, 2017\n    ']",['\n    Catcher\n  \n'],['San Diego Padres']
P.J. Higgins,/players/h/higgipj01.shtml,"['May 10', '1993']","['\n    May 19, 2021\n    ']","['\n    Catcher, First Baseman and Third Baseman\n  \n']",['Cincinnati Reds']
Derek Hill,/players/h/hillde01.shtml,"['December 30', '1995']","['\n    September 4, 2020\n    ']",['\n    Centerfielder\n  \n'],['Texas Rangers']
Garrett Hill,/players/h/hillga02.shtml,"['January 16', '1996']","['\n    July 4, 2022\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Tim Hill,/players/h/hillti01.shtml,"['February 10', '1990']","['\n    March 29, 2018\n    ']",['\n    Pitcher\n  \n'],['Chicago White Sox']
Sam Hilliard,/players/h/hillisa01.shtml,"['February 21', '1994']","['\n    August 27, 2019\n    ']",['\n    Outfielder\n  \n'],['Colorado Rockies']
Keston Hiura,/players/h/hiurake01.shtml,"['August 2', '1996']","['\n    May 14, 2019\n    ']",['\n    Second Baseman and First Baseman\n  \n'],['Detroit Tigers']
Sean Hjelle,/players/h/hjellse01.shtml,"['May 7', '1997']","['\n    May 6, 2022\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Bryan Hoeing,/players/h/hoeinbr01.shtml,"['October 19', '1996']","['\n    August 20, 2022\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Nico Hoerner,/players/h/hoernni01.shtml,"['May 13', '1997']","['\n    September 9, 2019\n    ']",['\n    Second Baseman and Shortstop\n  \n'],['Chicago Cubs']
Jeff Hoffman,/players/h/hoffmje02.shtml,"['January 8', '1993']","['\n    August 20, 2016\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Colin Holderman,/players/h/holdeco01.shtml,"['October 8', '1995']","['\n    May 15, 2022\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Jackson Holliday,/players/h/hollija01.shtml,"['December 4', '2003']",[],['\n    Second Baseman\n  \n'],['Baltimore Orioles']
Jordan Holloway,/players/h/hollojo01.shtml,"['June 13', '1996']","['\n    July 26, 2020\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Gavin Hollowell,/players/h/holloga01.shtml,"['November 4', '1997']","['\n    September 19, 2022\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Clay Holmes,/players/h/holmecl01.shtml,"['March 27', '1993']","['\n    April 6, 2018\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Tyler Holton,/players/h/holtoty01.shtml,"['June 13', '1996']","['\n    April 28, 2022\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Brent Honeywell Jr.,/players/h/honeybr01.shtml,"['March 31', '1995']","['\n    April 11, 2021\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
TJ Hopkins,/players/h/hopkitj01.shtml,"['January 16', '1997']","['\n    June 3, 2023\n    ']","['\n    Outfielder, Pinch Runner and Designated Hitter\n  \n']",['Detroit Tigers']
Spencer Horwitz,/players/h/horwisp01.shtml,"['November 14', '1997']","['\n    June 18, 2023\n    ']","['\n    Designated Hitter, Pinch Hitter and First Baseman\n  \n']",['Toronto Blue Jays']
Rhys Hoskins,/players/h/hoskirh01.shtml,"['March 17', '1993']","['\n    August 10, 2017\n    ']",['\n    First Baseman and Leftfielder\n  \n'],['Milwaukee Brewers']
Tanner Houck,/players/h/houckta01.shtml,"['June 29', '1996']","['\n    September 15, 2020\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Adrian Houser,/players/h/housead01.shtml,"['February 2', '1993']","['\n    September 26, 2015\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Spencer Howard,/players/h/howarsp01.shtml,"['July 28', '1996']","['\n    August 9, 2020\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Wei-Chieh Huang,/players/h/huangwe01.shtml,"['September 26', '1993']","['\n    April 23, 2019\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Bryan Hudson,/players/h/hudsobr01.shtml,"['May 8', '1997']","['\n    June 17, 2023\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Dakota Hudson,/players/h/hudsoda02.shtml,"['September 15', '1994']","['\n    July 28, 2018\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Daniel Hudson,/players/h/hudsoda01.shtml,"['March 9', '1987']","['\n    September 4, 2009\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Joe Hudson,/players/h/hudsojo03.shtml,"['May 21', '1991']","['\n    September 8, 2018\n    ']",['\n    Catcher\n  \n'],['New York Mets']
Sam Huff,/players/h/huffsa01.shtml,"['January 14', '1998']","['\n    September 11, 2020\n    ']",['\n    Catcher and First Baseman\n  \n'],['Texas Rangers']
Brandon Hughes,/players/h/hughebr01.shtml,"['December 1', '1995']","['\n    May 17, 2022\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Cooper Hummel,/players/h/hummeco01.shtml,"['November 28', '1994']","['\n    April 7, 2022\n    ']","['\n    Designated Hitter, Leftfielder and Pinch Hitter\n  \n']",['Houston Astros']
Kyle Hurt,/players/h/hurtky01.shtml,"['May 30', '1998']","['\n    September 12, 2023\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Andy Ibáñez,/players/i/ibanean01.shtml,"['April 3', '1993']","['\n    May 4, 2021\n    ']","['\n    Second Baseman, Third Baseman and Outfielder\n  \n']",['Detroit Tigers']
Jose Iglesias,/players/i/iglesjo01.shtml,"['January 5', '1990']","['\n    May 8, 2011\n    ']",['\n    Shortstop\n  \n'],['New York Mets']
Raisel Iglesias,/players/i/iglesra01.shtml,"['January 4', '1990']","['\n    April 12, 2015\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Shota Imanaga,/players/i/imanash01.shtml,"['September 1', '1993']",[],['\n    Pitcher\n  \n'],['Chicago Cubs']
Jonathan India,/players/i/indiajo01.shtml,"['December 15', '1996']","['\n    April 1, 2021\n    ']",['\n    Second Baseman\n  \n'],['Cincinnati Reds']
Kolton Ingram,/players/i/ingrako01.shtml,"['October 21', '1996']","['\n    June 17, 2023\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Cole Irvin,/players/i/irvinco01.shtml,"['January 31', '1994']","['\n    May 12, 2019\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Jake Irvin,/players/i/irvinja01.shtml,"['February 18', '1997']","['\n    May 3, 2023\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Kyle Isbel,/players/i/isbelky01.shtml,"['March 3', '1997']","['\n    April 1, 2021\n    ']",['\n    Outfielder\n  \n'],['Kansas City Royals']
Alex Jackson,/players/j/jacksal02.shtml,"['December 25', '1995']","['\n    April 7, 2019\n    ']",['\n    Catcher\n  \n'],['Tampa Bay Rays']
Jay Jackson,/players/j/jacksja01.shtml,"['October 27', '1987']","['\n    September 14, 2015\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Luke Jackson,/players/j/jackslu01.shtml,"['August 24', '1991']","['\n    September 4, 2015\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Zach Jackson,/players/j/jacksza02.shtml,"['December 25', '1994']","['\n    April 9, 2022\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Alek Jacob,/players/j/jacobal01.shtml,"['June 16', '1998']","['\n    July 15, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Joe Jacques,/players/j/jacqujo01.shtml,"['March 11', '1995']","['\n    June 12, 2023\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Josh James,/players/j/jamesjo02.shtml,"['March 8', '1993']","['\n    September 1, 2018\n    ']",['\n    Pitcher\n  \n'],['St. Louis Cardinals']
Drey Jameson,/players/j/jamesdr01.shtml,"['August 17', '1997']","['\n    September 15, 2022\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Travis Jankowski,/players/j/jankotr01.shtml,"['June 15', '1991']","['\n    August 21, 2015\n    ']",['\n    Outfielder\n  \n'],['Texas Rangers']
Danny Jansen,/players/j/janseda01.shtml,"['April 15', '1995']","['\n    August 13, 2018\n    ']",['\n    Catcher\n  \n'],['Toronto Blue Jays']
Kenley Jansen,/players/j/janseke01.shtml,"['September 30', '1987']","['\n    July 24, 2010\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Bryce Jarvis,/players/j/jarvibr01.shtml,"['December 26', '1997']","['\n    August 15, 2023\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Cristian Javier,/players/j/javiecr01.shtml,"['March 26', '1997']","['\n    July 25, 2020\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Griffin Jax,/players/j/jaxgr01.shtml,"['November 22', '1994']","['\n    June 8, 2021\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Tyler Jay,/players/j/jayty01.shtml,"['April 19', '1994']",[],['\n    Pitcher\n  \n'],['New York Mets']
Daulton Jefferies,/players/j/jeffeda01.shtml,"['August 2', '1995']","['\n    September 12, 2020\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Ryan Jeffers,/players/j/jeffery01.shtml,"['June 3', '1997']","['\n    August 20, 2020\n    ']",['\n    Catcher\n  \n'],['Minnesota Twins']
Dany Jiménez,/players/j/jimenda01.shtml,"['December 23', '1993']","['\n    July 23, 2020\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Eloy Jiménez,/players/j/jimenel02.shtml,"['November 27', '1996']","['\n    March 28, 2019\n    ']",['\n    Leftfielder and Designated Hitter\n  \n'],['Chicago White Sox']
Joe Jiménez,/players/j/jimenjo02.shtml,"['January 17', '1995']","['\n    April 13, 2017\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Connor Joe,/players/j/joeco01.shtml,"['August 16', '1992']","['\n    March 28, 2019\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Pittsburgh Pirates']
Bryce Johnson,/players/j/johnsbr03.shtml,"['October 27', '1995']","['\n    August 3, 2022\n    ']",['\n    Centerfielder\n  \n'],['San Diego Padres']
Daniel Johnson,/players/j/johnsda07.shtml,"['July 11', '1995']","['\n    July 25, 2020\n    ']",['\n    Outfielder\n  \n'],['Baltimore Orioles']
Pierce Johnson,/players/j/johnspi01.shtml,"['May 10', '1991']","['\n    May 19, 2017\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Jahmai Jones,/players/j/jonesja08.shtml,"['August 4', '1997']","['\n    August 31, 2020\n    ']",['\n    Second Baseman\n  \n'],['New York Yankees']
Jared Jones,/players/j/jonesja09.shtml,"['August 6', '2001']",[],['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Nolan Jones,/players/j/jonesno01.shtml,"['May 7', '1998']","['\n    July 8, 2022\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Colorado Rockies']
Ben Joyce,/players/j/joycebe01.shtml,"['September 17', '2000']","['\n    May 29, 2023\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Aaron Judge,/players/j/judgeaa01.shtml,"['April 26', '1992']","['\n    August 13, 2016\n    ']",['\n    Rightfielder\n  \n'],['New York Yankees']
Edouard Julien,/players/j/julieed01.shtml,"['April 30', '1999']","['\n    April 12, 2023\n    ']",['\n    Second Baseman\n  \n'],['Minnesota Twins']
Corey Julks,/players/j/julksco01.shtml,"['February 27', '1996']","['\n    March 31, 2023\n    ']",['\n    Leftfielder\n  \n'],['Houston Astros']
Josh Jung,/players/j/jungjo01.shtml,"['February 12', '1998']","['\n    September 9, 2022\n    ']",['\n    Third Baseman\n  \n'],['Texas Rangers']
Jakob Junis,/players/j/junisja01.shtml,"['September 16', '1992']","['\n    April 12, 2017\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Janson Junk,/players/j/junkja01.shtml,"['January 15', '1996']","['\n    September 5, 2021\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Evan Justice,/players/j/justiev01.shtml,"['July 7', '1998']","['\n    August 26, 2023\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Tommy Kahnle,/players/k/kahnlto01.shtml,"['August 7', '1989']","['\n    April 3, 2014\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Connor Kaiser,/players/k/kaiseco01.shtml,"['November 20', '1996']","['\n    June 19, 2023\n    ']",['\n    Shortstop and Pinch Runner\n  \n'],['Colorado Rockies']
